prompt,code
Flash SOS in Morse code with LED.,"void setup() {
  pinMode(LED_BUILTIN, OUTPUT);
}

void loop() {
  // S
  for (int i = 0; i < 3; i++) {
    digitalWrite(LED_BUILTIN, HIGH);
    delay(150);
    digitalWrite(LED_BUILTIN, LOW);
    delay(150);
  }
  delay(300);
  
  // O
  for (int i = 0; i < 3; i++) {
    digitalWrite(LED_BUILTIN, HIGH);
    delay(450);
    digitalWrite(LED_BUILTIN, LOW);
    delay(150);
  }
  
  // S
  for (int i = 0; i < 3; i++) {
    digitalWrite(LED_BUILTIN, HIGH);
    delay(150);
    digitalWrite(LED_BUILTIN, LOW);
    delay(150);
  }
  delay(2000);
}"
Blink LED without using delay().,"unsigned long previousMillis = 0;
const long interval = 1000;
bool ledState = LOW;

void setup() {
  pinMode(LED_BUILTIN, OUTPUT);
}

void loop() {
  unsigned long currentMillis = millis();
  if (currentMillis - previousMillis >= interval) {
    previousMillis = currentMillis;
    ledState = !ledState;
    digitalWrite(LED_BUILTIN, ledState);
  }
}"
Fade LED brightness up and down.,"int brightness = 0;
int fadeAmount = 5;

void setup() {
  pinMode(LED_BUILTIN, OUTPUT);
}

void loop() {
  analogWrite(LED_BUILTIN, brightness);
  brightness += fadeAmount;
  if (brightness <= 0 || brightness >= 255) {
    fadeAmount = -fadeAmount;
  }
  delay(30);
}"
Blink LED if temperature exceeds threshold.,"void setup() {
  pinMode(LED_BUILTIN, OUTPUT);
}

void loop() {
  float temp = analogRead(A0) * 0.48828125;
  if (temp > 30.0) {
    digitalWrite(LED_BUILTIN, HIGH);
    delay(100);
    digitalWrite(LED_BUILTIN, LOW);
    delay(100);
  } else {
    digitalWrite(LED_BUILTIN, LOW);
  }
}"
Play LED light patterns from an array.,"byte patterns[4] = {0b10101010, 0b11001100, 0b11100011, 0b10001000};
int patternIndex = 0;

void setup() {
  pinMode(LED_BUILTIN, OUTPUT);
}

void loop() {
  for (int i = 0; i < 8; i++) {
    digitalWrite(LED_BUILTIN, bitRead(patterns[patternIndex], i));
    delay(200);
  }
  patternIndex = (patternIndex + 1) % 4;
}"
Control LED blink rate via serial input.,"int blinkRate = 1000;

void setup() {
  pinMode(LED_BUILTIN, OUTPUT);
  Serial.begin(9600);
}

void loop() {
  if (Serial.available()) {
    blinkRate = Serial.parseInt();
  }
  digitalWrite(LED_BUILTIN, HIGH);
  delay(blinkRate);
  digitalWrite(LED_BUILTIN, LOW);
  delay(blinkRate);
}"
Cycle through colors on an RGB LED.,"int redPin = 9;
int greenPin = 10;
int bluePin = 11;

void setup() {
  pinMode(redPin, OUTPUT);
  pinMode(greenPin, OUTPUT);
  pinMode(bluePin, OUTPUT);
}

void loop() {
  // Red
  analogWrite(redPin, 255);
  analogWrite(greenPin, 0);
  analogWrite(bluePin, 0);
  delay(1000);
  
  // Green
  analogWrite(redPin, 0);
  analogWrite(greenPin, 255);
  analogWrite(bluePin, 0);
  delay(1000);
  
  // Blue
  analogWrite(redPin, 0);
  analogWrite(greenPin, 0);
  analogWrite(bluePin, 255);
  delay(1000);
}"
Measure distance with HC-SR04 and display via serial.,"#define trigPin 12
#define echoPin 13

void setup() {
  Serial.begin(9600);
  pinMode(trigPin, OUTPUT);
  pinMode(echoPin, INPUT);
}

void loop() {
  long duration, distance;
  
  digitalWrite(trigPin, LOW);
  delayMicroseconds(2);
  digitalWrite(trigPin, HIGH);
  delayMicroseconds(10);
  digitalWrite(trigPin, LOW);
  
  duration = pulseIn(echoPin, HIGH);
  distance = duration * 0.034 / 2;
  
  Serial.print(""Distance: "");
  Serial.print(distance);
  Serial.println("" cm"");
  delay(500);
}"
Sweep a servo motor back and forth.,"#include <Servo.h>
Servo myservo;

void setup() {
  myservo.attach(9);
}

void loop() {
  for (int pos = 0; pos <= 180; pos += 1) {
    myservo.write(pos);
    delay(15);
  }
  for (int pos = 180; pos >= 0; pos -= 1) {
    myservo.write(pos);
    delay(15);
  }
}"
Display temperature and humidity on 16x2 LCD.,"#include <LiquidCrystal.h>
#include <DHT.h>

#define DHTPIN 2
#define DHTTYPE DHT11

LiquidCrystal lcd(7, 8, 9, 10, 11, 12);
DHT dht(DHTPIN, DHTTYPE);

void setup() {
  lcd.begin(16, 2);
  dht.begin();
}

void loop() {
  float h = dht.readHumidity();
  float t = dht.readTemperature();
  
  lcd.setCursor(0, 0);
  lcd.print(""Temp: "");
  lcd.print(t);
  lcd.print(""C"");
  
  lcd.setCursor(0, 1);
  lcd.print(""Humidity: "");
  lcd.print(h);
  lcd.print(""%"");
  
  delay(2000);
}"
Control LED with IR remote.,"#include <IRremote.h>

int RECV_PIN = 11;
IRrecv irrecv(RECV_PIN);
decode_results results;

void setup() {
  pinMode(LED_BUILTIN, OUTPUT);
  irrecv.enableIRIn();
}

void loop() {
  if (irrecv.decode(&results)) {
    if (results.value == 0xFFA25D) {  // Power button code
      digitalWrite(LED_BUILTIN, !digitalRead(LED_BUILTIN));
    }
    irrecv.resume();
  }
}"
Rotate stepper motor with buttons.,"#include <Stepper.h>

const int stepsPerRevolution = 2048;
Stepper myStepper(stepsPerRevolution, 8, 10, 9, 11);

void setup() {
  pinMode(2, INPUT_PULLUP);
  pinMode(3, INPUT_PULLUP);
  myStepper.setSpeed(10);
}

void loop() {
  if (!digitalRead(2)) {
    myStepper.step(stepsPerRevolution / 10);
  }
  if (!digitalRead(3)) {
    myStepper.step(-stepsPerRevolution / 10);
  }
}"
Read RFID tags and display via serial.,"#include <SPI.h>
#include <MFRC522.h>

#define RST_PIN 9
#define SS_PIN 10

MFRC522 mfrc522(SS_PIN, RST_PIN);

void setup() {
  Serial.begin(9600);
  SPI.begin();
  mfrc522.PCD_Init();
}

void loop() {
  if (!mfrc522.PICC_IsNewCardPresent()) return;
  if (!mfrc522.PICC_ReadCardSerial()) return;
  
  Serial.print(""UID:"");
  for (byte i = 0; i < mfrc522.uid.size; i++) {
    Serial.print(mfrc522.uid.uidByte[i] < 0x10 ? "" 0"" : "" "");
    Serial.print(mfrc522.uid.uidByte[i], HEX);
  }
  Serial.println();
  delay(1000);
}"
Control LED brightness via Bluetooth.,"#include <SoftwareSerial.h>

SoftwareSerial BT(10, 11); // RX, TX
int brightness = 0;

void setup() {
  pinMode(9, OUTPUT);
  BT.begin(9600);
}

void loop() {
  if (BT.available()) {
    brightness = BT.parseInt();
    analogWrite(9, brightness);
  }
}"
Fetch weather data from API and display.,"#include <ESP8266WiFi.h>
#include <ArduinoJson.h>

const char* ssid = ""yourSSID"";
const char* password = ""yourPASSWORD"";

void setup() {
  Serial.begin(115200);
  WiFi.begin(ssid, password);
  
  while (WiFi.status() != WL_CONNECTED) {
    delay(500);
    Serial.print(""."");
  }
}

void loop() {
  if (WiFi.status() == WL_CONNECTED) {
    WiFiClient client;
    if (client.connect(""api.openweathermap.org"", 80)) {
      client.println(""GET /data/2.5/weather?q=London&appid=YOUR_API_KEY"");
      delay(1000);
      
      while (client.available()) {
        String line = client.readStringUntil('\r');
        Serial.print(line);
      }
    }
  }
  delay(60000);
}"
Log sensor data to SD card and upload to cloud.,"#include <SD.h>
#include <SPI.h>
#include <Ethernet.h>

File myFile;
byte mac[] = { 0xDE, 0xAD, 0xBE, 0xEF, 0xFE, 0xED };

void setup() {
  Serial.begin(9600);
  SD.begin(4);
  
  if (Ethernet.begin(mac) == 0) {
    Serial.println(""Failed Ethernet"");
  }
}

void loop() {
  int sensorValue = analogRead(A0);
  
  // Save to SD
  myFile = SD.open(""datalog.txt"", FILE_WRITE);
  if (myFile) {
    myFile.println(sensorValue);
    myFile.close();
  }
  
  // Upload to cloud
  EthernetClient client;
  if (client.connect(""api.thingspeak.com"", 80)) {
    client.print(""GET /update?api_key=YOUR_KEY&field1="");
    client.print(sensorValue);
    client.println("" HTTP/1.1"");
    client.println(""Host: api.thingspeak.com"");
    client.println(""Connection: close"");
    client.println();
  }
  
  delay(60000);
}"
"Create a weather station with BME280, displaying data on OLED with touch interface.","#include <Wire.h>
#include <Adafruit_GFX.h>
#include <Adafruit_SSD1306.h>
#include <Adafruit_BME280.h>
#include <Adafruit_STMPE610.h>

Adafruit_BME280 bme;
Adafruit_SSD1306 display(128, 64, &Wire, -1);
Adafruit_STMPE610 touch = Adafruit_STMPE610(8);

void setup() {
  Serial.begin(9600);
  if(!bme.begin(0x76)) Serial.println(""BME280 error"");
  if(!display.begin(SSD1306_SWITCHCAPVCC, 0x3C)) Serial.println(""OLED error"");
  if(!touch.begin(0x41)) Serial.println(""Touch error"");
  
  display.clearDisplay();
  display.setTextSize(1);
  display.setTextColor(WHITE);
}

void loop() {
  TS_Point p = touch.getPoint();
  if (p.z > 10) cycleDisplay();
  
  display.clearDisplay();
  display.setCursor(0,0);
  display.print(""Temp: ""); display.print(bme.readTemperature()); display.println("" C"");
  display.print(""Hum: ""); display.print(bme.readHumidity()); display.println("" %"");
  display.print(""Press: ""); display.print(bme.readPressure()/100); display.println("" hPa"");
  display.display();
  delay(100);
}

void cycleDisplay() {
  // Advanced: Add display modes cycling here
}"
Implement PID control for DC motor with encoder feedback.,"#include <PID_v1.h>
#include <Encoder.h>

Encoder myEnc(2, 3);
double Setpoint, Input, Output;
PID myPID(&Input, &Output, &Setpoint, 2, 5, 1, DIRECT);

void setup() {
  pinMode(9, OUTPUT);
  Setpoint = 1000; // Target RPM
  myPID.SetMode(AUTOMATIC);
  myPID.SetSampleTime(1);
  myPID.SetOutputLimits(0, 255);
}

void loop() {
  static long oldPos = 0;
  long newPos = myEnc.read();
  Input = (newPos - oldPos) * 60 / 1024; // Convert to RPM
  oldPos = newPos;
  
  myPID.Compute();
  analogWrite(9, Output);
  
  if(millis() % 1000 == 0) {
    Serial.print(""RPM:""); Serial.print(Input);
    Serial.print("" PWM:""); Serial.println(Output);
  }
}"
Read OBD-II data via CAN bus and log to SD card.,"#include <SD.h>
#include <mcp_can.h>
#include <SPI.h>

MCP_CAN CAN(10); // CS pin
File dataFile;

void setup() {
  Serial.begin(115200);
  while(!Serial);
  
  if(CAN.begin(MCP_ANY, CAN_500KBPS, MCP_16MHZ) != CAN_OK) {
    Serial.println(""CAN init fail"");
    while(1);
  }
  CAN.setMode(MCP_NORMAL);
  
  if(!SD.begin(4)) {
    Serial.println(""SD init fail"");
    while(1);
  }
}

void loop() {
  long unsigned int rxId;
  unsigned char len = 0;
  unsigned char rxBuf[8];
  
  if(CAN_MSGAVAIL == CAN.checkReceive()) {
    CAN.readMsgBuf(&rxId, &len, rxBuf);
    
    dataFile = SD.open(""obd.log"", FILE_WRITE);
    if(dataFile) {
      dataFile.print(""ID: 0x""); dataFile.print(rxId, HEX);
      dataFile.print("" Data: "");
      for(byte i=0; i<len; i++) {
        dataFile.print(rxBuf[i], HEX); dataFile.print("" "");
      }
      dataFile.println();
      dataFile.close();
    }
  }
}"
Create audio spectrum analyzer using FFT and LED matrix.,"#include <arduinoFFT.h>
#include <MD_MAX72xx.h>
#include <SPI.h>

#define SAMPLES 128
#define MIC_PIN A0

arduinoFFT FFT = arduinoFFT();
MD_MAX72XX mx = MD_MAX72XX(MD_MAX72XX::FC16_HW, 10, 4);

double vReal[SAMPLES];
double vImag[SAMPLES];

void setup() {
  Serial.begin(115200);
  mx.begin();
  ADCSRA = 0b11100101; // Set ADC to free running mode
  ADMUX = 0b01000000;  // Use A0
}

void loop() {
  for(int i=0; i<SAMPLES; i++) {
    while(!(ADCSRA & 0x10)); // Wait for conversion
    ADCSRA = 0b11110101;     // Restart conversion
    vReal[i] = ADC - 512;
    vImag[i] = 0;
  }
  
  FFT.Windowing(vReal, SAMPLES, FFT_WIN_TYP_HAMMING, FFT_FORWARD);
  FFT.Compute(vReal, vImag, SAMPLES, FFT_FORWARD);
  FFT.ComplexToMagnitude(vReal, vImag, SAMPLES);
  
  for(int i=0; i<8; i++) {
    int band = constrain(map(vReal[i*4], 0, 1024, 0, 8), 0, 8);
    for(int j=0; j<band; j++) {
      mx.setColumn(i, 0b11111111 >> (8-j));
    }
  }
}"
Implement gesture recognition using IMU and TinyML.,"#include <Arduino_LSM9DS1.h>
#include <TensorFlowLite.h>
#include <tensorflow/lite/micro/all_ops_resolver.h>
#include <tensorflow/lite/micro/micro_interpreter.h>
#include <tensorflow/lite/schema/schema_generated.h>
#include ""model.h"" // Your trained model

const tflite::Model* model = nullptr;
tflite::MicroInterpreter* interpreter = nullptr;
TfLiteTensor* input = nullptr;
TfLiteTensor* output = nullptr;
constexpr int kTensorArenaSize = 8 * 1024;
uint8_t tensor_arena[kTensorArenaSize];

void setup() {
  Serial.begin(9600);
  while(!Serial);
  
  if(!IMU.begin()) {
    Serial.println(""IMU init failed"");
    while(1);
  }
  
  model = tflite::GetModel(gesture_model);
  static tflite::AllOpsResolver resolver;
  static tflite::MicroInterpreter static_interpreter(
    model, resolver, tensor_arena, kTensorArenaSize);
  interpreter = &static_interpreter;
  
  if(interpreter->AllocateTensors() != kTfLiteOk) {
    Serial.println(""Tensor allocation failed"");
    while(1);
  }
  
  input = interpreter->input(0);
  output = interpreter->output(0);
}

void loop() {
  static float buffer[3][64] = {0};
  static int index = 0;
  
  if(IMU.accelerationAvailable()) {
    IMU.readAcceleration(buffer[0][index], buffer[1][index], buffer[2][index]);
    index = (index + 1) % 64;
    
    if(index == 0) {
      memcpy(input->data.f, buffer, 3*64*sizeof(float));
      if(interpreter->Invoke() != kTfLiteOk) {
        Serial.println(""Inference failed"");
        return;
      }
      
      Serial.print(""Gesture: "");
      switch(TfLiteTensorGetElementCount(output)) {
        case 0: Serial.println(""Circle""); break;
        case 1: Serial.println(""Square""); break;
        case 2: Serial.println(""Triangle""); break;
      }
    }
  }
}"
Create a multi-task system using FreeRTOS.,"#include <Arduino_FreeRTOS.h>
#include <semphr.h>

SemaphoreHandle_t xSerialSemaphore;

void TaskSensorRead(void *pvParameters) {
  for(;;) {
    if(xSemaphoreTake(xSerialSemaphore, portMAX_DELAY) == pdTRUE) {
      Serial.print(""Sensor: ""); Serial.println(analogRead(A0));
      xSemaphoreGive(xSerialSemaphore);
    }
    vTaskDelay(1000 / portTICK_PERIOD_MS);
  }
}

void TaskMotorControl(void *pvParameters) {
  for(;;) {
    if(xSemaphoreTake(xSerialSemaphore, portMAX_DELAY) == pdTRUE) {
      Serial.println(""Adjusting motor speed"");
      xSemaphoreGive(xSerialSemaphore);
    }
    vTaskDelay(500 / portTICK_PERIOD_MS);
  }
}

void setup() {
  Serial.begin(115200);
  xSerialSemaphore = xSemaphoreCreateMutex();
  
  xTaskCreate(TaskSensorRead, ""Sensor"", 128, NULL, 1, NULL);
  xTaskCreate(TaskMotorControl, ""Motor"", 128, NULL, 2, NULL);
}

void loop() {
  // Empty - RTOS scheduler handles tasks
}"
Create a LoRa mesh network node with message routing.,"#include <SPI.h>
#include <LoRa.h>
#include <ArduinoJson.h>

#define NODE_ID 1
#define GATEWAY_ID 0

void setup() {
  Serial.begin(9600);
  while(!Serial);
  
  if(!LoRa.begin(915E6)) {
    Serial.println(""LoRa init failed"");
    while(1);
  }
  
  LoRa.setSyncWord(0xF3);
  LoRa.enableCrc();
}

void loop() {
  int packetSize = LoRa.parsePacket();
  if(packetSize) {
    String incoming = """";
    while(LoRa.available()) {
      incoming += (char)LoRa.read();
    }
    
    DynamicJsonDocument doc(256);
    deserializeJson(doc, incoming);
    
    int dest = doc[""dest""];
    int sender = doc[""sender""];
    String msg = doc[""msg""];
    
    if(dest == NODE_ID || dest == 255) {
      Serial.print(""From ""); Serial.print(sender);
      Serial.print("": ""); Serial.println(msg);
      
      if(dest == 255) { // Broadcast
        doc[""hops""] = doc[""hops""] + 1;
        if(doc[""hops""] < 5) {
          forwardMessage(doc);
        }
      }
    } else if(sender != NODE_ID) {
      forwardMessage(doc);
    }
  }
}

void forwardMessage(DynamicJsonDocument &doc) {
  LoRa.beginPacket();
  serializeJson(doc, LoRa);
  LoRa.endPacket();
}"
Capture and process images from OV7670 camera.,"#include <Wire.h>
#include <Adafruit_GFX.h>
#include <Adafruit_SSD1306.h>

#define CAM_WIDTH 160
#define CAM_HEIGHT 120

Adafruit_SSD1306 display(128, 64, &Wire, -1);

void setup() {
  Serial.begin(115200);
  display.begin(SSD1306_SWITCHCAPVCC, 0x3C);
  initCamera();
}

void loop() {
  uint8_t image[CAM_WIDTH * CAM_HEIGHT];
  captureImage(image);
  
  // Edge detection
  for(int y=1; y<CAM_HEIGHT-1; y++) {
    for(int x=1; x<CAM_WIDTH-1; x++) {
      int gx = -image[(y-1)*CAM_WIDTH+(x-1)] - 2*image[y*CAM_WIDTH+(x-1)] - image[(y+1)*CAM_WIDTH+(x-1)]
               + image[(y-1)*CAM_WIDTH+(x+1)] + 2*image[y*CAM_WIDTH+(x+1)] + image[(y+1)*CAM_WIDTH+(x+1)];
      int gy = -image[(y-1)*CAM_WIDTH+(x-1)] - 2*image[(y-1)*CAM_WIDTH+x] - image[(y-1)*CAM_WIDTH+(x+1)]
               + image[(y+1)*CAM_WIDTH+(x-1)] + 2*image[(y+1)*CAM_WIDTH+x] + image[(y+1)*CAM_WIDTH+(x+1)];
      int val = constrain(sqrt(gx*gx + gy*gy) / 4, 0, 255);
      display.drawPixel(x/2, y/2, val > 50 ? SSD1306_WHITE : SSD1306_BLACK);
    }
  }
  display.display();
}

void initCamera() {
  // Camera initialization code here
}

void captureImage(uint8_t *buffer) {
  // Image capture code here
}"
Create a PLC-like controller with Modbus RTU.,"#include <ModbusRtu.h>
#include <EEPROM.h>

#define ID 1
#define RS485_ENABLE_PIN 2

Modbus slave(ID, RS485_ENABLE_PIN);
uint16_t holdingRegs[10];
uint8_t coilRegs = 0;

void setup() {
  slave.begin(19200);
  EEPROM.get(0, holdingRegs);
}

void loop() {
  slave.poll(holdingRegs, 10);
  
  // Process inputs
  holdingRegs[0] = analogRead(A0);
  holdingRegs[1] = digitalRead(3) ? 1 : 0;
  
  // Process outputs
  digitalWrite(4, (coilRegs & 0x01));
  analogWrite(5, holdingRegs[2]);
  
  // Save persistent data
  static uint32_t lastSave = 0;
  if(millis() - lastSave > 10000) {
    EEPROM.put(0, holdingRegs);
    lastSave = millis();
  }
}"
Implement secure MQTT communication with TLS.,"#include <WiFiNINA.h>
#include <ArduinoMqttClient.h>
#include <ArduinoBearSSL.h>

WiFiSSLClient wifiClient;
MqttClient mqttClient(wifiClient);

const char* ssid = ""yourSSID"";
const char* pass = ""yourPASSWORD"";
const char* broker = ""your-broker.com"";
const char* topic = ""secure/device01"";

void setup() {
  Serial.begin(9600);
  while(!Serial);
  
  connectWiFi();
  BearSSLClient::setEccSlot(0, CERTIFICATE, sizeof(CERTIFICATE));
  mqttClient.setId(""secureDevice01"");
  mqttClient.setUsernamePassword(""user"", ""pass"");
  
  if(!mqttClient.connect(broker, 8883)) {
    Serial.print(""MQTT connection failed: "");
    Serial.println(mqttClient.connectError());
  }
  
  mqttClient.subscribe(topic);
}

void loop() {
  if(!mqttClient.connected()) {
    reconnect();
  }
  mqttClient.poll();
  
  static unsigned long lastPublish = 0;
  if(millis() - lastPublish > 60000) {
    mqttClient.beginMessage(topic);
    mqttClient.print(""Secure data: "");
    mqttClient.print(random(100));
    mqttClient.endMessage();
    lastPublish = millis();
  }
}

void connectWiFi() {
  while(WiFi.begin(ssid, pass) != WL_CONNECTED) {
    Serial.println(""Retrying WiFi..."");
    delay(5000);
  }
}

void reconnect() {
  while(!mqttClient.connect(broker, 8883)) {
    Serial.println(""Retrying MQTT..."");
    delay(5000);
  }
  mqttClient.subscribe(topic);
}"
